"Licence Number","Licence Description","Licence Type","Licence Status","Licensee","Additional Licensee","Trading Name","Dtf Location","Start Date","Expiry Date","Council Area","Postcode","longitude","latitude"
6603,"Licensing Act 2003","Premises Licence","Granted","Mr Roger James Tester",NA,"The Richmond Arms","RICHMOND ARMS, 224, London Road, BOGNOR REGIS, West Sussex, PO21 1AU","31/08/2022",NA,"Arun","PO21 1AU",-0.673191,50.790867
6803,"Licensing Act 2003","Premises Licence","Granted","Southern Co-Operative Ltd",NA,"Co-op","68 - 70 Rose Green Road, Aldwick, BOGNOR REGIS, West Sussex, PO21 3EQ","06/09/2022",NA,"Arun","PO21 3EQ",-0.720353,50.786619
116957,"Licensing Act 2003","Premises Licence","Granted","Mrs Hanna Gorczyca",NA,"Cafe Punjab","80 High Street, BOGNOR REGIS, West Sussex, PO21 1RZ","24/10/2022",NA,"Arun","PO21 1RZ",-0.67549,50.782547
116994,"Licensing Act 2003","Premises Licence","Granted","TOTF Ltd",NA,"The Orange Tree","7 Sea Lane, Ferring, Worthing, West Sussex, BN12 5DP","19/10/2022",NA,"Arun","BN12 5DP",-0.445895,50.814645
9673,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco Express","126 Felpham Way, Felpham, BOGNOR REGIS, West Sussex, PO22 8QL","27/03/2018",NA,"Arun","PO22 8QL",-0.638932,50.79362
8611,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco Stores Limited","TESCO STORE, Broad Piece, LITTLEHAMPTON, West Sussex, BN17 5RA","07/10/2022",NA,"Arun","BN17 5RA",-0.55875,50.815347
117086,"Licensing Act 2003","Premises Licence","Granted","Ms Sacha Rees",NA,"139 Steps","28 High Street, Arundel, West Sussex, BN18 9AB","15/11/2022",NA,"Arun","BN18 9AB",-0.553425,50.85583
6701,"Licensing Act 2003","Premises Licence","Granted","Miss Sarah Louise Watts",NA,"Village House Hotel","VILLAGE HOUSE HOTEL, The Square, Findon, WORTHING, West Sussex, BN14 0TE","19/12/2012",NA,"Arun","BN14 0TE",-0.407003,50.868241
117243,"Licensing Act 2003","Premises Licence","Granted","Mr & Mrs Faye & Erik Childerhouse",NA,"Green & Coal","5 - 7 Tarrant Street, Arundel, West Sussex, BN18 9DG","10/01/2023",NA,"Arun","BN18 9DG",-0.555368,50.854092
117243,"Licensing Act 2003","Premises Licence","Granted","Mr & Mrs Faye & Erik Childerhouse",NA,"Green & Coal","5 - 7 Tarrant Street, Arundel, West Sussex, BN18 9DG","10/01/2023",NA,"Arun","BN18 9DG",-0.555368,50.854092
6935,"Licensing Act 2003","Premises Licence","Granted","Punch Partnerships (PTL) Ltd",NA,"Victoria Inn","Victoria Inn, Charlwood Street, Bognor Regis, West Sussex, PO21 2PQ","24/11/2005",NA,"Arun","PO21 2PQ",-0.685481,50.781626
111382,"Licensing Act 2003","Premises Licence","Granted","Shell UK Oil Products Limited",NA,"Shell Little Waitrose Fontwell","SHELL WAITROSE FONTWELL, Arundel Road, Fontwell, ARUNDEL, West Sussex, BN18 0SB","21/01/2022",NA,"Arun","BN18 0SB",-0.64726,50.854564
115173,"Licensing Act 2003","Premises Licence","Granted","Iberica Delicatessen LTD",NA,"Iberica delicatessen","6 Bayford Road, Littlehampton, West Sussex, BN17 5HL","10/09/2021",NA,"Arun","BN17 5HL",-0.540921,50.808497
117273,"Licensing Act 2003","Premises Licence","Granted","Mr Amanulla Masakhaila",NA,"Perfect Pizza","9, THE PARADE, Willowhayne Crescent, East Preston, LITTLEHAMPTON, West Sussex, BN16 1NS","09/01/2023",NA,"Arun","BN16 1NS",-0.481002,50.805259
8566,"Licensing Act 2003","Premises Licence","Granted","SUHARAD SERVICES LTD",NA,"CRAIGWELL NEWS","91 Barrack Lane, Aldwick, BOGNOR REGIS, West Sussex, PO21 4DX","07/11/2008",NA,"Arun","PO21 4DX",-0.716945,50.777417
117366,"Licensing Act 2003","Premises Licence","Granted","V H Store Ltd",NA,"Maxted News and Food","16 Worthing Road, Rustington, LITTLEHAMPTON, West Sussex, BN16 3JX","23/12/2022",NA,"Arun","BN16 3JX",-0.503953,50.816329
117366,"Licensing Act 2003","Premises Licence","Granted","V H Store Ltd",NA,"Maxted News and Food","16 Worthing Road, Rustington, LITTLEHAMPTON, West Sussex, BN16 3JX","23/12/2022",NA,"Arun","BN16 3JX",-0.503953,50.816329
6367,"Licensing Act 2003","Premises Licence","Granted","Greene King Brewing and Retailing Limited",NA,"Lamb Inn","LAMB INN, 73, The Street, Rustington, LITTLEHAMPTON, West Sussex, BN16 3NU","24/11/2022",NA,"Arun","BN16 3NU",-0.512771,50.810875
6367,"Licensing Act 2003","Premises Licence","Granted","Greene King Brewing and Retailing Limited",NA,"Lamb Inn","LAMB INN, 73, The Street, Rustington, LITTLEHAMPTON, West Sussex, BN16 3NU","24/11/2022",NA,"Arun","BN16 3NU",-0.512771,50.810875
6635,"Licensing Act 2003","Premises Licence","Granted","The Craft Union Pub Company Ltd",NA,"The Alex","Alexandra Tavern, 56, London Road, Bognor Regis, West Sussex, PO21 1PU","20/10/2021",NA,"Arun","PO21 1PU",-0.67482,50.785418
10914,"Licensing Act 2003","Premises Licence","Granted","Savers Health & Beauty Ltd",NA,"Savers Health and Beauty Limited","43 London Road, BOGNOR REGIS, West Sussex, PO21 1PQ","05/12/2022",NA,"Arun","PO21 1PQ",-0.673378,50.784501
6579,"Licensing Act 2003","Premises Licence","Granted","Bestway Retail Ltd",NA,"Central Stores","ELM TREE STORES , Nyton Road, Eastergate, CHICHESTER, West Sussex, PO20 3UP","07/12/2022",NA,"Arun","PO20 3UP",-0.662567,50.841961
115618,"Licensing Act 2003","Premises Licence","Granted","WM Morrisons Supermarkets Limited",NA,"MORRISONS","MORRISONS SUPERMARKET, Hawthorn Road, LITTLEHAMPTON, West Sussex, BN17 7LT","09/11/2021",NA,"Arun","BN17 7LT",-0.547753,50.822206
6458,"Licensing Act 2003","Premises Licence","Granted","Lowman Hotels (Arundel) Limited",NA,"Avisford Park Hotel","Avisford Park Hotel, Yapton Lane, Walberton, Arundel, West Sussex, BN18 0LS","25/03/2014",NA,"Arun","BN18 0LS",-0.614665,50.849919
6459,"Licensing Act 2003","Premises Licence","Granted","Lowman Hotels (Arundel) Limited",NA,"Avisford Park Hotel","Avisford Park Golf Club, Yapton Lane, Walberton, Arundel, West Sussex, BN18 0LS","27/01/2011",NA,"Arun","BN18 0LS",-0.614665,50.849919
8699,"Licensing Act 2003","Premises Licence","Granted","Motor Fuel Limited",NA,"Rose Green Service Station","Rose Green Service Station, 10, Hewarts Lane, Aldwick, Bognor Regis, West Sussex, PO21 3DS","08/12/2022",NA,"Arun","PO21 3DS",-0.714909,50.786801
117461,"Licensing Act 2003","Premises Licence","Granted","Pete's Pool Club Ltd",NA,"Pete's Pool Club","18 Beach Road, Littlehampton, West Sussex, BN17 5HT","10/01/2023",NA,"Arun","BN17 5HT",-0.540335,50.808625
117461,"Licensing Act 2003","Premises Licence","Granted","Pete's Pool Club Ltd",NA,"Pete's Pool Club","18 Beach Road, Littlehampton, West Sussex, BN17 5HT","10/01/2023",NA,"Arun","BN17 5HT",-0.540335,50.808625
5858,"Licensing Act 2003","Premises Licence","Granted","Rontec Watford Limited",NA,"Crossbush Service Station","PETROL FILLING STATION, Lyminster Road, Lyminster, LITTLEHAMPTON, West Sussex, BN17 7QQ","19/02/2021",NA,"Arun","BN17 7QQ",-0.5419,50.839958
6790,"Licensing Act 2003","Premises Licence","Granted","Motor Fuel Limited",NA,"Westergate Service Station","ALDINGBOURNE MOTORS, Nyton Road, Westergate, CHICHESTER, West Sussex, PO20 3UN","23/09/2020",NA,"Arun","PO20 3UN",-0.666032,50.842468
6670,"Licensing Act 2003","Premises Licence","Granted","Iceland Foods Ltd",NA,"Iceland Foods Limited","72 - 74 High Street, BOGNOR REGIS, West Sussex, PO21 1SJ","17/03/2016",NA,"Arun","PO21 1SJ",-0.674913,50.783135
117562,"Licensing Act 2003","Premises Licence","Granted","Mr John Paton",NA,"Victoria Institute Arundel","Victoria Institute, 10, Tarrant Street, Arundel, West Sussex, BN18 9DG","11/02/2023",NA,"Arun","BN18 9DG",-0.555368,50.854092
113074,"Licensing Act 2003","Premises Licence","Granted","Firebird Littlehampton LTD",NA,"Firebird Littlehampton Ltd","52 High Street, Littlehampton, West Sussex, BN17 5EA","18/01/2023",NA,"Arun","BN17 5EA",-0.542233,50.809386
117621,"Licensing Act 2003","Premises Licence","Granted","Karen Hope",NA,"suga kane","9 - 11 York Road, Bognor Regis, West Sussex, PO21 1LW","23/02/2023",NA,"Arun","PO21 1LW",-0.672822,50.783074
117621,"Licensing Act 2003","Premises Licence","Granted","Karen Hope",NA,"suga kane","9 - 11 York Road, Bognor Regis, West Sussex, PO21 1LW","23/02/2023",NA,"Arun","PO21 1LW",-0.672822,50.783074
115217,"Licensing Act 2003","Premises Licence","Granted","Iceland Foods Ltd",NA,"Iceland Foods Limited","UNIT 1A , THE BOGNOR REGIS RETAIL PARK, Rowan Way, Bersted, BOGNOR REGIS, West Sussex, PO22 9TR","25/10/2021",NA,"Arun","PO22 9TR",-0.668445,50.803097
6835,"Licensing Act 2003","Premises Licence","Granted","Hall and Woodhouse Ltd",NA,"St Marys Gate Inn","ST MARYS GATE INN, London Road, ARUNDEL, West Sussex, BN18 9BA","28/08/2013",NA,"Arun","BN18 9BA",-0.561541,50.856182
6757,"Licensing Act 2003","Premises Licence","Granted","Whitbread Group PLC",NA,"Regis Brewers Fayre","THE REGIS , The Esplanade, BOGNOR REGIS, West Sussex, PO21 1PJ","17/05/2019",NA,"Arun","PO21 1PJ",-0.671835,50.782641
6375,"Licensing Act 2003","Premises Licence","Granted","Whitbread Group PLC",NA,"The Roundstone","THE ROUNDSTONE INN, Roundstone Lane, Angmering, LITTLEHAMPTON, West Sussex, BN16 1EB","31/08/2018",NA,"Arun","BN16 1EB",-0.475815,50.817683
13425,"Licensing Act 2003","Premises Licence","Granted","Tesco Stores Limited",NA,"Tesco Stores Limited","194 - 196 Pagham Road, Pagham, BOGNOR REGIS, West Sussex, PO21 3QB","15/11/2014",NA,"Arun","PO21 3QB",-0.735713,50.780247
12342,"Licensing Act 2003","Premises Licence","Granted","Sainsbury's Supermarkets Ltd",NA,"Sainsbury's","SAINSBURYS SUPERSTORE, New Road, Rustington, LITTLEHAMPTON, West Sussex, BN16 3RT","04/12/2018",NA,"Arun","BN16 3RT",-0.498092,50.817576
7951,"Licensing Act 2003","Premises Licence","Granted","The Craft Union Pub Company Limited",NA,"The Craft Union Pub Company Ltd","13 High Street, BOGNOR REGIS, West Sussex, PO21 1RJ","18/08/2017",NA,"Arun","PO21 1RJ",-0.672108,50.783507
115408,"Licensing Act 2003","Premises Licence","Granted","Loungers UK Limited",NA,"Bonito Lounge","1 London Road, BOGNOR REGIS, West Sussex, PO21 1PQ","05/11/2021",NA,"Arun","PO21 1PQ",-0.673378,50.784501
